57448,95991,3.5
57449,94523,3
57456,90620,3
57470,91367,3.5
57477,93230,3.5
57483,90010,2.5
57487,95815,0
57494,92373,3
57495,91723,5
57497,90010,3
57503,92083,4
57505,92029,4
57511,94596,3.5
57517,94583,4
57524,95521,3
57537,93065,4
57539,92111,3
57545,95661,4
57564,92123,4
57567,92843,4
57569,93720,4.5
57570,94111,3
57571,95380,4
57573,92660,4.5
57600,92868,3
57602,92123,3.5
57606,95969,3
57609,96001,4.5
57620,95453,4
57627,91505,3.5
57631,95827,3
57645,91206,4
57657,91411,0
57659,94558,2
57661,95973,3
57663,93637,3.5
57678,91761,4.5
57679,95973,4
57695,95355,4
57704,93301,4
57708,96097,4.5
57710,95457,3.5
57713,96093,4
57734,91205,2.5
57736,91791,3.5
57742,90640,2
57746,95437,3.5
57753,91748,4.5
57755,95945,4
57756,95932,0
57761,91505,4
57763,92252,4
57772,94116,2.5
57774,92586,4
57778,95762,0
57786,93534,3.5
57788,90505,4.5
57792,91206,3
57794,90242,2.5
57795,91344,2.5
57797,92108,3
57799,92780,2.5
58000,91436,3.5
58004,90305,0
58005,91730,3
58007,91321,3.5
58008,90706,3.5
58010,90701,3
58013,91206,4
58014,90701,5
58017,90010,4
58018,90045,3
58022,92335,0
58023,93551,3.5
58025,95219,3
58026,91786,0
58027,91436,4
58030,91108,4
58032,90046,3
58033,90703,3
58034,91344,2
58037,93010,5
58038,92840,0
58039,93003,3.5
58042,90034,2
58045,92313,3.5
58047,90670,3.5
58048,91345,4.5
58049,90048,2.5
58052,95062,5
58053,91791,3
58054,90010,3
58055,91302,3
58056,90006,4
58058,90501,0
58059,91360,4
58063,91763,4
58064,91723,2.5
58065,90501,0
58067,90010,3.5
58068,92335,2.5
58071,90703,0
58072,90746,2.5
58075,91786,0
58076,91724,3
58077,90620,4
58078,90755,0
58080,91731,4.5
58081,91786,5
58082,90010,3
58083,91754,0
58084,90041,3
58085,90006,2.5
58086,92840,2.5
58087,90048,0
58089,91505,2.5
58090,90017,5
58091,92123,3.5
58094,90650,4.5
58097,90301,2.5
58098,90631,3
58099,94588,4.5
58100,91606,3
58101,90029,3
58102,90010,3
58103,90301,3.5
58104,91768,3
58105,91776,3.5
58106,94402,3.5
58107,91204,4.5
58108,90211,5
58110,94015,3.5
58111,91030,0
58113,92123,2.5
58115,91801,5
58116,91740,0
58117,95926,2
58118,93063,4
58119,91204,0
58121,90755,2
58123,94402,3.5
58124,91789,2.5
58126,92831,4
58127,90029,3
58128,91006,3.5
58129,91107,3.5
58131,90010,3.5
58132,90703,3.5
58133,90010,3.5
58135,90010,4
58136,91207,4.5
58137,90606,3.5
58139,91205,3.5
58141,91770,3.5
58142,91723,3.5
58143,90703,0
58144,91723,0
58145,90250,2
58146,92590,4.5
58148,91761,0
58149,90807,4
58150,92264,4
58151,91344,4.5
58152,91104,0
58153,91204,3.5
58154,91324,2.5
58155,91107,2.5
58156,91790,0
58158,91606,2.5
58160,90230,3
58161,90034,3.5
58162,90807,2.5
58163,91606,3.5
58164,92506,4
58165,91770,4.5
58166,90240,5
58167,92821,4.5
58170,90703,3
58172,91789,4
58173,94583,3
58174,91773,2.5
58177,91203,3
58180,91436,0
58181,91730,2.5
58183,91730,4.5
58184,92503,3.5
58186,91773,3.5
58188,92503,3.5
58189,95401,3.5
58190,92553,0
58191,90066,4.5
58192,90042,3
58193,91502,0
58194,90010,1.5
58195,93726,3.5
58198,91789,3.5
58199,94533,4.5
58200,91754,0
58201,91748,2.5
58202,90026,4.5
58203,90807,2.5
58205,90807,4
58207,91724,4
58209,91765,0
58210,90807,4
58211,92123,3
58212,90807,4
58213,91765,4.5
58215,90045,3.5
58216,95210,2.5
58217,91706,4.5
58218,91101,3.5
58219,91306,4
58220,91206,0
58221,91402,5
58222,90501,0
58224,91505,3
58226,90250,5
58227,91335,4
58228,91763,3.5
58230,90638,5
58231,90502,3.5
58233,93711,3
58234,94563,3.5
58236,91316,4
58237,90701,3.5
58238,92626,4
58239,91730,4
58242,90033,4.5
58243,90703,4
58244,90010,4
58245,90250,4.5
58246,91731,3.5
58247,91311,4.5
58248,93030,3
58250,90010,4
58252,91722,4
58253,91801,4
58254,90703,4
58255,91748,3.5
58256,90248,4.5
58258,95971,3
58259,90010,3
58261,91792,3
58262,91324,0
58263,92557,3.5
58264,93304,4
58265,90301,4.5
58266,91205,0
58267,90010,4.5
58268,91325,4
58269,92308,3.5
58270,90029,2.5
58271,91723,0
58272,92501,3
58273,91205,2.5
58274,91773,3.5
58277,91107,3.5
58278,95131,4
58279,90041,4
58280,91107,4.5
58281,92108,3
58282,91740,0
58283,91324,3
58284,90807,3
58285,90292,4.5
58286,91205,4
58287,91941,3
58288,91710,4.5
58289,93551,0
58290,91710,0
58291,90703,3.5
58292,93711,3.5
58293,91709,3.5
58294,91733,3.5
58295,90012,0
58296,91786,3.5
58297,92503,3
58298,91010,2
58299,93063,4
58300,91361,2.5
58301,91801,3.5
58303,91206,3.5
58304,92614,0
58307,93908,4.5
58309,90048,2
58310,91602,4
58311,91768,0
58313,91710,4.5
58314,95624,4
58315,94115,4.5
58318,95825,0
58319,91204,4
58320,93555,3
58321,90010,3.5
58322,91345,5
58323,93711,0
58324,93101,4
58325,92504,4.5
58326,92121,3
58327,91006,4
58330,90650,4
58332,93065,4
58334,91505,3
58335,90038,3.5
58336,92653,0
58340,91201,3.5
58341,90680,3.5
58342,91786,3.5
58343,91356,2
58344,91502,2
58345,92108,3.5
58346,90010,4
58347,91730,0
58349,93534,0
58351,90703,0
58352,93030,0
58353,91505,5
58354,95128,3
58355,92126,3.5
58358,92395,0
58359,91711,3.5
58360,90057,3.5
58361,91307,4
58362,95825,0
58363,90019,3.5
58365,91344,3
58366,91204,4.5
58367,92843,3.5
58368,91364,2
58370,92704,3
58373,91803,4
58374,92543,2.5
58375,91343,3
58376,90638,3.5
58377,91344,3
58378,91311,4.5
58379,91208,4.5
58380,91204,0
58381,95126,3
58382,91206,3
58384,90019,4.5
58385,90630,2.5
58386,90211,2.5
58387,91204,4.5
58388,94583,4.5
58389,91502,0
58390,91773,3.5
58391,93011,4
58392,91343,4
58393,90241,0
58394,91411,2.5
58395,91770,3
58396,91770,4
58397,91303,0
58398,90039,3.5
58399,91401,3.5
58400,91204,1.5
58401,91744,0
58402,91010,0
58403,91789,4
58405,91360,4
58406,90505,3.5
58407,90803,4
58408,91776,3.5
58409,91789,3.5
58410,91502,3
58411,91201,4
58412,91730,4
58413,90010,0
58414,90034,3
58415,95134,4
58416,92649,5
58417,91730,4.5
58418,91764,3.5
58419,92821,0
58420,92352,3.5
58421,91502,3
58422,91201,4
58423,91786,3
58424,90630,4.5
58425,94539,3.5
58426,95841,4
58427,92653,3
58428,91755,4.5
58429,91107,3.5
58430,90650,0
58431,91361,3
58432,91730,2.5
58433,90640,2.5
58434,90230,4.5
58435,91335,5
58436,91763,3
58437,90620,0
58438,92705,0
58439,91786,0
58440,93309,2
58441,91789,3.5
58442,93063,3.5
58443,90503,2.5
58444,90057,5
58445,91367,4
58446,91602,3.5
58447,91335,0
58448,91205,4.5
58449,93065,0
58450,91203,4
58451,91006,3.5
58452,90029,3.5
58453,91203,3.5
58454,91406,3.5
58455,90025,4
58456,90701,3.5
58457,92108,3
58458,91205,3.5
58459,90010,3.5
58460,91343,3
58461,91504,3.5
58462,90301,3
58463,90026,4.5
58465,91604,3.5
58466,91792,3.5
58467,91204,5
58468,91606,5
58469,91786,0
58470,91101,0
58473,93065,0
58474,91502,3.5
58475,91606,3
58476,90245,3
58477,91301,3
58478,90008,2
58479,94560,3.5
58480,91001,4.5
58481,90041,0
58482,90240,2
58483,91711,4.5
58484,91343,0
58485,91344,4
58486,92307,4
58487,91362,3
58490,92505,2.5
58491,93063,3.5
58492,94545,5
58493,91945,0
58494,90670,4.5
58495,91316,3.5
58496,95035,3.5
58497,92503,2.5
58498,91042,2.5
58499,90048,0
59000,90048,3
59001,90501,5
59002,90034,4
59003,91362,4
59004,90029,3
59005,91011,5
59006,90706,4
59007,90048,3.5
59008,90502,0
59009,95035,3
59010,93401,2.5
59011,91201,3.5
59012,91206,4
59013,91786,3.5
59014,92401,0
59015,91710,3.5
59016,94103,3
59017,91411,3
59018,91202,4
59019,90703,2.5
59020,91709,3.5
59021,91710,2.5
59022,93501,4
59023,92860,2.5
59024,93063,0
59025,92262,3.5
59026,92504,2
59027,93063,3.5
59028,94568,3.5
59029,91761,0
59031,91344,3
59032,91763,0
59033,92392,4
59034,91730,3
59035,91203,4
59036,91205,3.5
59037,90650,3
59039,91205,4
59040,91405,4.5
59041,91411,0
59042,91506,0
59043,91205,4
59044,91020,5
59045,91364,4
59046,92805,5
59047,90501,2.5
59048,91356,2.5
59049,91356,4.5
59050,90057,0
59051,95035,2.5
59052,91607,3
59053,90057,2.5
59054,91360,4.5
59055,94588,5
59056,91205,4.5
59057,92832,3
59058,91702,3.5
59059,90502,0
59060,90247,0
59061,91107,0
59062,95131,3
59064,91202,4
59065,91316,3.5
59066,91786,3.5
59067,91740,2.5
59068,91201,0
59069,90041,3.5
59070,91403,4.5
59071,94015,3.5
59072,93030,4.5
59073,93063,4.5
59074,91311,4
59075,91411,4.5
59076,91506,4.5
59078,91730,0
59079,91405,2.5
59080,91356,5
59083,93063,3.5
59084,91723,0
59085,91205,4
59086,91502,4.5
59087,91356,4
59088,93065,4
59089,92078,3
59091,91344,4
59092,91202,4
59093,91502,3.5
59094,90746,0
59095,91606,4.5
59096,90048,3.5
59098,94111,3
59099,91763,4.5
59100,91316,3
59101,91205,3
59102,91791,0
59103,90630,0
59104,91204,2.5
59105,91006,3.5
59106,91324,4.5
59107,92868,0
59108,90640,2.5
59109,91311,4.5
59110,92683,5
59111,92024,3.5
59112,92821,4
59113,90802,3.5
59114,93510,3.5
59115,90010,4
59116,90010,3
59117,95661,0
59118,91706,3.5
59119,91206,5
59120,91324,0
59121,92394,0
59122,95008,4
59123,91786,3.5
59126,91324,4.5
59127,91411,2.5
59128,90670,4
59129,93401,0
59130,93063,4.5
59131,90039,3.5
59132,91762,0
59133,93063,4
59134,91602,0
59135,91411,3.5
59137,90746,3
59138,91506,4.5
59139,91206,4
59140,91607,4
59141,90703,4
59142,91207,3.5
59143,94591,0
59144,93908,4
59145,94538,3.5
59146,91601,3.5
59147,91502,3
59148,90805,3
59149,91344,3
59150,91303,4
59151,91776,4
59152,90010,4
59153,91311,0
59156,91607,2.5
59158,90025,3.5
59159,94590,4
59160,90501,4.5
59161,91607,3.5
59162,91325,0
59163,91006,4
59164,91303,3.5
59165,91502,0
59166,90065,4.5
59167,91740,4
59168,91606,5
59169,91502,2
59170,91316,2.5
59171,91605,4
59172,90504,2.5
59173,91007,3.5
59174,91406,3
59175,93940,4
59176,91411,4.5
59177,91411,4.5
59178,91204,4
59179,95008,3.5
59180,95125,4.5
59181,91740,0
59182,91730,0
59183,90250,0
59184,91204,3.5
59185,91205,4.5
59186,91364,2.5
59187,91303,3.5
59188,91602,4.5
59189,91205,5
59190,91345,4
59191,91205,4.5
59192,91763,5
59193,91724,4.5
59194,91203,4.5
59195,91205,3.5
59197,91205,2.5
59198,90010,3.5
59199,91402,5
59200,90623,4
59201,90230,0
59202,90230,4.5
59203,91776,0
59204,91602,2.5
59205,91606,3.5
59206,91205,3
59207,92886,4.5
59208,92653,3.5
59209,91106,3
59210,95354,3.5
59211,91361,4
59212,90701,2.5
59213,91607,4
59214,91504,4
59216,92336,4.5
59217,95202,2
59218,90035,0
59219,92614,4.5
59220,92126,2.5
59221,92507,2.5
59222,92708,4
59223,92821,3
59224,92840,4
59225,92879,3.5
59227,93705,3
59229,90029,4.5
59230,91423,2.5
59231,91207,3
59232,91403,3.5
59233,91502,4.5
59234,91205,4.5
59236,92262,2.5
59237,94560,4.5
59238,91606,4
59239,91502,3.5
59240,91775,3.5
59241,90703,3.5
59242,91206,3.5
59243,91362,3.5
59244,93063,4.5
59245,91364,3.5
59246,93010,3.5
59247,92324,0
59248,93301,2.5
59249,95134,3.5
59250,92395,2
59251,94591,4
59252,93063,4
59253,90010,3
59254,90057,3.5
59255,90802,3.5
59256,91201,4
59257,90026,4.5
59258,94538,5
59259,91763,4
59260,92703,0
59261,90250,3.5
59262,90039,4
59263,90004,3.5
59264,91204,3.5
59265,90301,4
59266,91356,4
59267,91504,0
59268,90746,0
59269,95630,3
59271,91352,4
59272,91203,4
59273,94568,4
59274,92614,0
59275,91101,4
59276,90631,0
59277,90631,4
59278,91325,4.5
59279,90248,3
59280,91208,5
59281,91765,5
59282,95476,3.5
59283,91001,0
59284,91403,0
59285,91401,3
59286,90640,4.5
59287,91344,4
59288,91502,3
59289,91502,5
59290,91767,3
59292,91505,3.5
59294,91710,3
59295,93063,3.5
59296,92108,0
59297,91502,4.5
59298,91723,4.5
59299,90240,3
59300,90004,4
59301,92008,3.5
59302,95035,4
59303,92020,2
59304,91506,3
59305,90503,3
59306,91340,4.5
59307,94539,3
59308,94538,2.5
59309,94513,3.5
59310,91763,2
59312,93612,4
59314,92374,0
59315,91762,3.5
59316,91710,5
59317,90012,3
59318,91204,2.5
59319,92405,4
59320,94402,2.5
59321,93063,3
59322,95207,4
59323,92408,0
59324,91423,0
59325,91040,3.5
59326,94085,3.5
59327,91803,2.5
59328,92262,3
59329,91356,4.5
59330,91405,4
59331,91361,2.5
59332,91786,4.5
59333,91761,3.5
59334,92590,0
59335,91606,4.5
59336,91205,3
59337,91730,3.5
59338,90028,4
59339,91204,2.5
59341,91360,4.5
59342,90403,4.5
59343,90036,3.5
59345,92677,0
59346,91204,3.5
59348,94621,0
59349,94080,4.5
59350,90010,3
59351,91502,2.5
59352,91506,3.5
59353,91356,2
59354,94706,4.5
59355,94583,0
59356,92110,3.5
59357,95117,4
59358,91423,0
59359,90710,4
59360,95131,4
59361,91502,3.5
59363,90010,4.5
59364,94010,4.5
59365,91362,3
59366,91768,3
59367,91356,3
59368,91763,4.5
59369,94903,0
59370,91367,4
59371,91606,4.5
59373,92242,1.5
59374,92126,4
59375,94066,3
59376,92653,4.5
59377,90029,4.5
59378,91001,3
59379,91107,3
59380,93063,0
59381,94545,4
59382,93612,3
59383,90010,2.5
59384,92590,4
59385,95834,3
59386,90680,0
59387,92122,3
59388,92078,0
59389,92703,0
59390,92618,4
59391,91910,3
59392,94598,3.5
59393,91206,3
59394,90640,5
59395,91601,3.5
59396,90025,5
59397,91764,3.5
59398,92108,3.5
59399,90211,3
59400,91502,4
59401,95382,4.5
59402,90029,3.5
59403,92705,4
59404,91606,4
59405,90503,0
59406,91203,4.5
59407,90505,4
59408,91505,3.5
59409,91006,2.5
59410,91205,5
59411,91502,5
59412,90047,0
59413,94538,4
59414,92128,3
59415,91701,4
59416,91768,2
59417,91711,4
59418,91950,4
59419,92325,0
59420,92408,5
59421,91730,0
59422,94015,3
59423,91730,2
59425,91307,0
59426,93710,3
59427,90302,3.5
59428,92821,0
59429,91502,4
59430,90046,5
59431,91101,3.5
59432,91401,3.5
59433,91601,3.5
59434,90048,3
59435,95207,3
59436,91344,0
59437,91202,0
59438,91204,4.5
59439,91411,4
59440,91606,4
59441,94502,3
59442,95376,3.5
59443,91203,4
59444,90706,0
59445,91205,4
59446,91205,0
59447,92123,3
59448,90041,0
59449,90041,4.5
59450,91362,3
59451,91763,0
59452,91764,0
59453,90717,4.5
59454,93033,3
59455,91730,3
59456,91205,2
59457,91204,2.5
59458,91745,4.5
59459,91504,4
59460,91401,4.5
59461,94563,0
59462,94010,4.5
59463,95826,3.5
59464,92562,2
59465,91502,3.5
59466,93726,3.5
59467,90706,4.5
59468,92373,3.5
59469,91730,5
59470,94513,3
59471,95811,4
59473,91406,0
59474,92121,3.5
59475,95112,3
59476,92507,3
59477,92879,0
59478,92408,3.5
59479,91406,3
59480,92243,4.5
59481,94621,2.5
59482,91763,4.5
59483,92021,4
59484,95035,3
59485,91606,4.5
59486,91773,2
59487,91214,0
59488,91405,4
59489,91401,3.5
59490,92647,3
59491,92618,0
59492,95035,4.5
59493,92025,4
59494,90010,0
59495,94566,0
59496,94588,3.5
59497,91203,0
59498,90703,0
59499,91765,3
59500,95204,3
59501,91204,3.5
59502,90041,2.5
59503,91203,4
59504,91204,3
59505,91505,4.5
59506,95608,3.5
59507,95008,4
59508,95054,4.5
59509,95035,4.5
59510,94513,4
59511,92626,3
59512,91381,0
59513,95112,4
59514,91502,4
59515,91401,4.5
59516,93710,3
59517,95129,3
59518,94520,0
59519,95661,4
59520,90501,5
59521,92401,0
59522,93063,4
59523,93065,4
59524,94538,3
59525,91345,0
59526,95128,0
59527,94577,2.5
59528,91780,0
59529,91502,3.5
59530,91607,4
59531,92653,0
59532,90720,0
59533,90039,4
59534,91504,3.5
59535,92131,3.5
59536,94520,3
59537,94598,0
59538,95128,0
59540,95118,0
59541,91105,4
59542,91201,0
59543,90047,0
59544,93710,0
59545,93301,2
59546,94545,0
59547,91040,0
59548,91504,4
59549,92123,3.5
59550,92879,0
59551,94621,4.5
59552,91786,0
59553,91360,0
59554,94538,3.5
59555,93063,3.5
59556,96002,3
59557,90302,0
59558,90745,0
59559,91307,0
59560,91790,0
59561,94539,3.5
59562,91401,0
59563,92503,4.5
59564,94010,0
59565,94590,0
59566,92590,0
59567,91740,0
59568,90638,3.5
59569,91016,2.5
59570,91204,0
59571,91406,0
59572,91502,0
59573,91401,0
59574,92870,4.5
59575,93711,0
59576,90746,0
59577,91506,0
59578,90503,0
59579,96002,3.5
59581,93711,0
59582,91205,3.5
59583,91203,0
59584,91502,0
59585,91411,0
59586,92126,0
59587,94619,0
59588,92243,0
59589,93428,0
59590,93301,0
59591,94568,0
59592,91007,0
59593,92780,0
59594,91406,4
59595,92675,0
59597,92395,0
59598,91730,0
59599,92507,0
59600,91311,0
59601,92805,0
59602,91730,0
59603,90250,0
59604,91107,0
59605,92408,0
59606,92882,0
59608,95815,0
59609,95834,0
59610,92024,0
59611,90230,0
59612,95219,0
59613,92879,0
59614,93003,0
59615,92503,0
59616,92126,0
59617,94590,0
59619,92253,0
59620,95131,0
59621,94587,0
59622,91024,0
59623,91203,0
